region,os,device,amplitude_id
South Carolina,Samsung Browser 16,Android,2
Sucre,Mobile Safari 15,Apple iPhone,1
Tabasco,Chrome 100,Windows,1
Tabasco,Chrome 102,Android,4
Tabasco,Chrome 102,Linux,2
Tabasco,Chrome 102,Mac,1
Tabasco,Chrome 102,Windows,54
Tabasco,Chrome 104,Windows,1
Tabasco,Chrome 91,Mac,1
Tabasco,Chrome 92,Android,8
Tabasco,Chrome 96,Windows,1
Tabasco,Chrome 98,Android,1
Tabasco,Chrome 99,Windows,2
Tabasco,Chrome Mobile 100,Android,8
Tabasco,Chrome Mobile 101,Android,19
Tabasco,Chrome Mobile 102,Android,328
Tabasco,Chrome Mobile 102,Apple iPhone,2
Tabasco,Chrome Mobile 38,Android,3
Tabasco,Chrome Mobile 68,Android,1
Tabasco,Chrome Mobile 77,Android,1
Tabasco,Chrome Mobile 78,Android,1
Tabasco,Chrome Mobile 79,Android,1
Tabasco,Chrome Mobile 81,Android,2
Tabasco,Chrome Mobile 84,Android,1
Tabasco,Chrome Mobile 85,Android,1
Tabasco,Chrome Mobile 87,Android,3
Tabasco,Chrome Mobile 89,Android,2
Tabasco,Chrome Mobile 91,Android,5
Tabasco,Chrome Mobile 92,Android,2
Tabasco,Chrome Mobile 92,Apple iPhone,1
Tabasco,Chrome Mobile 94,Android,1
Tabasco,Chrome Mobile 95,Android,3
Tabasco,Chrome Mobile 96,Android,2
Tabasco,Chrome Mobile 97,Android,2
Tabasco,Chrome Mobile 99,Android,3
Tabasco,Chrome WebView 101,Android,3
Tabasco,Chrome WebView 102,Android,2
Tabasco,Chrome WebView 81,Android,1
Tabasco,Chrome WebView 99,Android,1
Tabasco,Edge 102,Windows,4
Tabasco,Facebook 369,Android,3
Tabasco,Firefox 101,Windows,3
Tabasco,Firefox 83,Android,1
Tabasco,Firefox 99,Windows,1
Tabasco,GSA 189,Apple iPhone,1
Tabasco,GSA 211,Apple iPhone,1
Tabasco,GSA 213,Apple iPhone,1
Tabasco,MIUI Browser 12,Android,1
Tabasco,MIUI Browser 13,Android,1
Tabasco,Mobile Safari 14,Apple iPhone,1
Tabasco,Mobile Safari 15,Apple iPhone,2
Tabasco,Opera 62,Android,1
Tabasco,Opera 63,Android,1
Tabasco,Opera 86,Windows,1
Tabasco,Opera 87,Windows,1
Tabasco,Samsung Browser 12,Android,1
Tabasco,Samsung Browser 14,Android,1
Tabasco,Samsung Browser 16,Android,2
Tabasco,Samsung Browser 17,Android,7
Tamaulipas,Chrome 100,Windows,1
Tamaulipas,Chrome 101,Chromium OS,1
Tamaulipas,Chrome 101,Windows,4
Tamaulipas,Chrome 102,Android,2
Tamaulipas,Chrome 102,Windows,69
Tamaulipas,Chrome 40,Android,1
Tamaulipas,Chrome 92,Android,5
Tamaulipas,Chrome 95,Windows,1
Tamaulipas,Chrome 96,Windows,1
Tamaulipas,Chrome Mobile 100,Android,4
Tamaulipas,Chrome Mobile 101,Android,23
Tamaulipas,Chrome Mobile 102,Android,394
Tamaulipas,Chrome Mobile 102,Apple iPhone,9
Tamaulipas,Chrome Mobile 38,Android,5
Tamaulipas,Chrome Mobile 50,Android,1
Tamaulipas,Chrome Mobile 55,Android,1
Tamaulipas,Chrome Mobile 70,Android,1
Tamaulipas,Chrome Mobile 74,Android,1
Tamaulipas,Chrome Mobile 79,Android,1
Tamaulipas,Chrome Mobile 81,Android,3
Tamaulipas,Chrome Mobile 83,Android,1
Tamaulipas,Chrome Mobile 84,Android,1
Tamaulipas,Chrome Mobile 86,Android,2
Tamaulipas,Chrome Mobile 87,Android,4
Tamaulipas,Chrome Mobile 87,Apple iPhone,2
Tamaulipas,Chrome Mobile 88,Android,1
Tamaulipas,Chrome Mobile 89,Android,3
Tamaulipas,Chrome Mobile 90,Android,4
Tamaulipas,Chrome Mobile 91,Android,4
Tamaulipas,Chrome Mobile 92,Android,6
Tamaulipas,Chrome Mobile 93,Android,2
Tamaulipas,Chrome Mobile 94,Android,2
Tamaulipas,Chrome Mobile 96,Android,2
Tamaulipas,Chrome Mobile 97,Android,2
Tamaulipas,Chrome Mobile 98,Android,5
Tamaulipas,Chrome Mobile 99,Android,1
Tamaulipas,Chrome WebView 101,Android,1
Tamaulipas,Chrome WebView 102,Android,3
Tamaulipas,Chrome WebView 56,Android,1
Tamaulipas,Chrome WebView 88,Android,2
Tamaulipas,Chrome WebView 98,Android,1
Tamaulipas,Edge 102,Windows,4
Tamaulipas,Facebook 348,Android,1
Tamaulipas,Facebook 360,Android,1
Tamaulipas,Facebook 369,Android,4
Tamaulipas,Firefox 101,Windows,2
Tamaulipas,GSA 209,Apple iPhone,1
Tamaulipas,GSA 210,Apple iPhone,1
Tamaulipas,GSA 213,Apple iPhone,6
Tamaulipas,MIUI Browser 13,Android,1
Tamaulipas,Mobile Safari 12,Apple iPad,1
Tamaulipas,Mobile Safari 13,Apple iPhone,1
Tamaulipas,Mobile Safari 14,Apple iPad,1
Tamaulipas,Mobile Safari 14,Apple iPhone,5
Tamaulipas,Mobile Safari 15,Apple iPhone,1
Tamaulipas,Opera 86,Windows,2
Tamaulipas,Samsung Browser 11,Android,3
Tamaulipas,Samsung Browser 13,Android,1
Tamaulipas,Samsung Browser 17,Android,3
Tamaulipas,Silk 100,Android,1
Tamil Nadu,Chrome Mobile 64,Android,1
Tamil Nadu,Chrome Mobile 90,Android,1
Telangana,Chrome 101,Chromium OS,2
Tennessee,Chrome 102,Windows,1
Texas,Chrome 100,Windows,1
Texas,Chrome 101,Mac,1
Texas,Chrome 101,Windows,3
Texas,Chrome 102,Windows,10
Texas,Chrome 79,Windows,10
Texas,Chrome 80,Windows,14
Texas,Chrome 90,Windows,1
Texas,Chrome 96,Windows,11
Texas,Chrome 97,Windows,6
Texas,Chrome 98,Windows,12
Texas,Chrome Mobile 100,Android,3
Texas,Chrome Mobile 100,Apple iPhone,2
Texas,Chrome Mobile 101,Android,7
Texas,Chrome Mobile 102,Android,11
Texas,Chrome Mobile 59,Android,6
Texas,Edge 102,Windows,3
Texas,GSA 213,Apple iPhone,2
Texas,GSA 215,Apple iPhone,1
Texas,IE 11,Windows,1
Texas,Mobile Safari 14,Apple iPhone,1
Texas,Mobile Safari 15,Apple iPhone,3
Texas,Samsung Browser 16,Android,5
Texas,Samsung Browser 17,Android,2
Tlaxcala,Chrome 101,Windows,2
Tlaxcala,Chrome 102,Android,1
Tlaxcala,Chrome 102,Windows,12
Tlaxcala,Chrome 92,Android,1
Tlaxcala,Chrome 98,Android,1
Tlaxcala,Chrome Mobile 101,Android,11
Tlaxcala,Chrome Mobile 102,Android,112
Tlaxcala,Chrome Mobile 102,Apple iPhone,2
Tlaxcala,Chrome Mobile 80,Android,1
Tlaxcala,Chrome Mobile 89,Android,1
Tlaxcala,Chrome Mobile 90,Android,1
Tlaxcala,Chrome Mobile 92,Apple iPad,1
Tlaxcala,Chrome Mobile 94,Android,1
Tlaxcala,Chrome Mobile 96,Android,1
Tlaxcala,Chrome Mobile 97,Android,1
Tlaxcala,Chrome Mobile 98,Android,3
Tlaxcala,Chrome WebView 102,Android,2
Tlaxcala,Edge 102,Windows,2
Tlaxcala,Facebook 369,Android,1
Tlaxcala,Firefox 100,Windows,1
Tlaxcala,GSA 213,Apple iPhone,1
Tlaxcala,Mobile Safari 14,Apple iPhone,2
Tlaxcala,Opera 69,Android,1
Tlaxcala,Samsung Browser 17,Android,1
Utah,Chrome Mobile 101,Android,1
Uusimaa,Chrome 79,Windows,11
Uusimaa,Chrome 80,Windows,4
Uusimaa,Chrome 96,Windows,2
Uusimaa,Chrome 97,Windows,2
Uusimaa,Chrome 98,Windows,2
Uusimaa,Samsung Browser 17,Android,1
Valladolid,Chrome Mobile 102,Android,1
Veracruz,Chrome 100,Windows,1
Veracruz,Chrome 101,Windows,4
Veracruz,Chrome 102,Android,10
Veracruz,Chrome 102,Chromium OS,1
Veracruz,Chrome 102,Mac,1
Veracruz,Chrome 102,Windows,123
Veracruz,Chrome 63,Linux,1
Veracruz,Chrome 76,Windows,1
Veracruz,Chrome 83,Android,1
Veracruz,Chrome 89,Windows,1
Veracruz,Chrome 91,Mac,1
Veracruz,Chrome 92,Android,10
Veracruz,Chrome 97,Android,1
Veracruz,Chrome Mobile 100,Android,17
Veracruz,Chrome Mobile 101,Android,89
Veracruz,Chrome Mobile 101,Apple iPhone,1
Veracruz,Chrome Mobile 102,Android,921
Veracruz,Chrome Mobile 102,Apple iPhone,14
Veracruz,Chrome Mobile 103,Android,1
Veracruz,Chrome Mobile 38,Android,1
Veracruz,Chrome Mobile 46,Android,1
Veracruz,Chrome Mobile 50,Android,1
Veracruz,Chrome Mobile 55,Android,3
Veracruz,Chrome Mobile 56,Android,1
Veracruz,Chrome Mobile 68,Android,2
Veracruz,Chrome Mobile 69,Android,1
Veracruz,Chrome Mobile 70,Android,1
Veracruz,Chrome Mobile 72,Android,1
Veracruz,Chrome Mobile 74,Android,2
Veracruz,Chrome Mobile 79,Android,5
Veracruz,Chrome Mobile 81,Android,4
Veracruz,Chrome Mobile 85,Android,2
Veracruz,Chrome Mobile 86,Android,1
Veracruz,Chrome Mobile 87,Android,4
Veracruz,Chrome Mobile 87,Apple iPad,1
Veracruz,Chrome Mobile 88,Android,1
Veracruz,Chrome Mobile 90,Android,8
Veracruz,Chrome Mobile 90,Apple iPhone,1
Veracruz,Chrome Mobile 91,Android,8
Veracruz,Chrome Mobile 92,Android,2
Veracruz,Chrome Mobile 92,Apple iPad,1
Veracruz,Chrome Mobile 93,Android,3
Veracruz,Chrome Mobile 94,Android,8
Veracruz,Chrome Mobile 95,Android,2
Veracruz,Chrome Mobile 96,Android,7
Veracruz,Chrome Mobile 97,Android,2
Veracruz,Chrome Mobile 98,Android,8
Veracruz,Chrome Mobile 99,Android,12
Veracruz,Chrome WebView 101,Android,11
Veracruz,Chrome WebView 102,Android,6
Veracruz,Chrome WebView 55,Android,1
Veracruz,Chrome WebView 74,Android,1
Veracruz,Chrome WebView 88,Android,4
Veracruz,Chrome WebView 93,Android,1
Veracruz,Edge 102,Windows,7
Veracruz,Edge 46,Android,1
Veracruz,Facebook 291,Android,1
Veracruz,Facebook 304,Android,1
Veracruz,Facebook 305,Android,2
Veracruz,Facebook 306,Android,1
Veracruz,Facebook 340,Android,1
Veracruz,Facebook 361,Android,1
Veracruz,Facebook 362,Android,1
Veracruz,Facebook 368,Android,1
Veracruz,Facebook 369,Android,8
Veracruz,Firefox 100,Linux,1
Veracruz,Firefox 100,Windows,1
Veracruz,Firefox 101,Android,1
Veracruz,Firefox 101,Windows,5
Veracruz,Firefox 97,Windows,1
Veracruz,GSA 213,Apple iPhone,10
Veracruz,GSA 214,Apple iPhone,1
Veracruz,GSA 215,Apple iPhone,3
Veracruz,MIUI Browser 13,Android,2
Veracruz,Mobile Safari 11,Apple iPhone,1
Veracruz,Mobile Safari 12,Apple iPad,1
Veracruz,Mobile Safari 12,Apple iPhone,5
Veracruz,Mobile Safari 13,Apple iPhone,2
Veracruz,Mobile Safari 14,Apple iPhone,6
Veracruz,Mobile Safari 15,Apple iPhone,3
Veracruz,Opera 62,Android,1
Veracruz,Opera 68,Android,1
Veracruz,Safari 13,Mac,1
Veracruz,Safari 14,Mac,1
Veracruz,Safari 15,Mac,2
Veracruz,Samsung Browser 11,Android,1
Veracruz,Samsung Browser 16,Android,2
Veracruz,Samsung Browser 17,Android,10
Veracruz,Samsung Browser 3,Android,1
Veracruz,Samsung Browser 4,Android,1
Veracruz,UCBrowser 11,Apple iPhone,1
Veracruz,WebKit 605,Apple iPhone,1
Victoria,Mobile Safari 15,Apple iPhone,1
Vienna,Chrome 79,Windows,4
Vienna,Chrome 80,Windows,2
Vienna,Chrome 97,Windows,1
Virginia,Chrome 79,Windows,4
Virginia,Chrome 80,Windows,5
Virginia,Chrome 92,Windows,4
Virginia,Chrome 96,Windows,3
Virginia,Chrome 97,Windows,3
Virginia,Chrome Mobile 102,Android,1
Virginia,Chrome Mobile 95,Android,1
Virginia,Facebook 368,Android,1
Washington,Chrome 64,Windows,1
Washington,Chrome 79,Windows,10
Washington,Chrome 80,Windows,7
Washington,Chrome 86,Windows,1
Washington,Chrome 96,Windows,3
Washington,Chrome 97,Windows,3
Washington,Chrome 98,Windows,4
West Java,Chrome 100,Windows,1
West Java,Mobile Safari 15,Apple iPhone,1
Wisconsin,Chrome Mobile 102,Android,1
Wyoming,Chrome 79,Windows,12
Wyoming,Chrome 80,Windows,9
Wyoming,Chrome 96,Windows,7
Wyoming,Chrome 97,Windows,6
Wyoming,Chrome 98,Windows,4
Yucatán,Chrome 101,Windows,1
Yucatán,Chrome 102,Mac,2
Yucatán,Chrome 102,Windows,41
Yucatán,Chrome 91,Android,1
Yucatán,Chrome 92,Android,8
Yucatán,Chrome Mobile 100,Android,7
Yucatán,Chrome Mobile 101,Android,30
Yucatán,Chrome Mobile 101,Apple iPhone,1
Yucatán,Chrome Mobile 102,Android,381
Yucatán,Chrome Mobile 102,Apple iPhone,2
Yucatán,Chrome Mobile 50,Android,1
Yucatán,Chrome Mobile 68,Android,2
Yucatán,Chrome Mobile 74,Android,1
Yucatán,Chrome Mobile 79,Android,1
Yucatán,Chrome Mobile 83,Android,1
Yucatán,Chrome Mobile 84,Apple iPad,1
Yucatán,Chrome Mobile 85,Android,1
Yucatán,Chrome Mobile 87,Android,6
Yucatán,Chrome Mobile 88,Android,1
Yucatán,Chrome Mobile 89,Android,1
Yucatán,Chrome Mobile 90,Android,1
Yucatán,Chrome Mobile 91,Android,4
Yucatán,Chrome Mobile 92,Android,2
Yucatán,Chrome Mobile 94,Android,1
Yucatán,Chrome Mobile 95,Android,2
Yucatán,Chrome Mobile 96,Android,5
Yucatán,Chrome Mobile 97,Android,4
Yucatán,Chrome Mobile 98,Android,6
Yucatán,Chrome Mobile 99,Android,6
Yucatán,Chrome Mobile 99,Apple iPhone,1
Yucatán,Chrome WebView 102,Android,1
Yucatán,Chrome WebView 69,Android,1
Yucatán,Chrome WebView 88,Android,1
Yucatán,Edge 102,Windows,1
Yucatán,Facebook 348,Android,1
Yucatán,Facebook 369,Android,1
Yucatán,Firefox 101,Windows,2
Yucatán,GSA 197,Apple iPhone,1
Yucatán,GSA 211,Apple iPhone,1
Yucatán,GSA 213,Apple iPhone,4
Yucatán,GSA 214,Apple iPhone,1
Yucatán,MIUI Browser 12,Android,1
Yucatán,Mobile Safari 12,Apple iPhone,1
Yucatán,Mobile Safari 14,Apple iPhone,2
Yucatán,Opera 64,Android,1
Yucatán,Opera 87,Windows,1
Yucatán,Samsung Browser 11,Android,1
Yucatán,Samsung Browser 16,Android,1
Yucatán,Samsung Browser 17,Android,12
Zacatecas,Chrome 101,Windows,1
Zacatecas,Chrome 102,Android,1
Zacatecas,Chrome 102,Chromium OS,1
Zacatecas,Chrome 102,Windows,14
Zacatecas,Chrome Mobile 100,Android,1
Zacatecas,Chrome Mobile 101,Android,5
Zacatecas,Chrome Mobile 102,Android,100
Zacatecas,Chrome Mobile 71,Android,1
Zacatecas,Chrome Mobile 88,Android,1
Zacatecas,Chrome Mobile 90,Android,1
Zacatecas,Chrome Mobile 91,Android,1
Zacatecas,Chrome Mobile 93,Android,1
Zacatecas,Chrome Mobile 94,Android,2
Zacatecas,Chrome Mobile 95,Android,1
Zacatecas,Chrome Mobile 96,Android,1
Zacatecas,Chrome Mobile 96,Apple iPhone,1
Zacatecas,Chrome Mobile 98,Android,2
Zacatecas,Chrome Mobile 99,Android,2
Zacatecas,Edge 102,Windows,2
Zacatecas,Firefox 101,Windows,3
Zacatecas,Firefox 102,Windows,1
Zacatecas,GSA 213,Apple iPhone,1
Zacatecas,MIUI Browser 13,Android,1
Zacatecas,Opera Touch 3,Apple iPhone,1
Zacatecas,Samsung Browser 16,Android,2
Zacatecas,Samsung Browser 17,Android,1
